,age,Medu,Fedu,traveltime,studytime,failures,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2
305,0.5,0.5,1.0,0.0,0.3333333333333333,0.3333333333333333,0.75,0.75,0.5,0.0,0.0,0.5,0.14285714285714285,0.7142857142857143,0.631578947368421
213,0.5,0.5,0.5,0.0,0.3333333333333333,0.3333333333333333,0.75,0.75,0.75,0.25,0.75,1.0,0.26785714285714285,0.14285714285714285,0.3684210526315789
339,0.33333333333333304,0.75,0.5,0.0,0.3333333333333333,0.0,0.75,0.5,0.5,0.25,0.5,0.25,0.07142857142857142,0.3571428571428571,0.5263157894736842
64,0.0,1.0,0.75,0.0,0.3333333333333333,0.0,0.75,0.75,0.75,0.25,0.75,0.25,0.0,0.4285714285714285,0.5263157894736842
138,0.16666666666666652,0.25,0.25,0.0,0.3333333333333333,0.3333333333333333,0.75,0.75,0.75,0.0,0.5,1.0,0.0,0.7142857142857143,0.631578947368421
62,0.16666666666666652,0.25,0.5,0.0,0.3333333333333333,0.0,0.75,0.75,0.5,0.0,0.0,0.0,0.07142857142857142,0.2857142857142857,0.5263157894736842
288,0.5,0.5,0.25,0.0,0.6666666666666667,0.0,0.75,0.25,0.75,0.0,0.5,0.25,0.10714285714285714,0.7857142857142857,0.7368421052631579
50,0.16666666666666652,0.5,0.5,0.6666666666666667,0.3333333333333333,0.0,0.75,0.5,0.5,0.25,0.5,0.75,0.03571428571428571,0.5714285714285714,0.6842105263157894
78,0.33333333333333304,0.5,0.25,0.3333333333333333,0.0,1.0,0.75,1.0,0.0,0.0,0.0,0.5,0.03571428571428571,0.2857142857142857,0.42105263157894735
328,0.33333333333333304,1.0,1.0,0.0,0.6666666666666667,0.0,1.0,0.75,0.75,0.0,0.5,0.75,0.125,0.4285714285714285,0.47368421052631576
5,0.16666666666666652,1.0,0.75,0.0,0.3333333333333333,0.0,1.0,0.75,0.25,0.0,0.25,1.0,0.17857142857142855,0.7857142857142857,0.7894736842105263
22,0.16666666666666652,1.0,0.5,0.0,0.3333333333333333,0.0,0.75,1.0,0.0,0.0,0.5,1.0,0.03571428571428571,0.7857142857142857,0.7894736842105263
121,0.0,0.5,0.5,0.0,1.0,0.0,1.0,1.0,0.75,0.0,0.25,1.0,0.10714285714285714,0.8571428571428571,0.7368421052631579
355,0.5,0.75,0.75,0.0,0.3333333333333333,0.0,1.0,0.5,0.75,0.0,0.0,1.0,0.0,0.4285714285714285,0.47368421052631576
81,0.0,0.5,0.75,0.0,0.6666666666666667,0.0,1.0,0.5,0.25,0.0,0.25,1.0,0.07142857142857142,0.5,0.5263157894736842
234,0.16666666666666652,0.25,0.25,0.3333333333333333,0.3333333333333333,0.0,0.5,0.75,0.25,0.0,0.0,1.0,0.3214285714285714,0.3571428571428571,0.3684210526315789
315,0.6666666666666665,0.5,0.75,0.0,0.6666666666666667,0.3333333333333333,0.75,0.0,0.25,0.0,0.0,0.5,0.7142857142857142,0.6428571428571428,0.5789473684210527
267,0.5,1.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.75,0.5,0.75,0.25,0.25,0.75,0.14285714285714285,0.5714285714285714,0.5263157894736842
337,0.33333333333333304,0.75,0.5,0.0,0.3333333333333333,0.0,0.75,0.5,0.25,0.25,0.5,0.25,0.0,0.2142857142857143,0.42105263157894735
208,0.16666666666666652,0.25,0.25,0.3333333333333333,0.0,0.0,0.75,0.5,0.25,0.0,0.75,1.0,0.10714285714285714,0.3571428571428571,0.47368421052631576
386,0.5,1.0,1.0,0.6666666666666667,0.0,0.0,0.75,0.75,0.5,0.25,0.25,1.0,0.125,0.14285714285714285,0.2631578947368421
262,0.5,0.75,0.5,0.0,0.6666666666666667,0.0,1.0,0.5,0.25,0.0,0.0,0.5,0.017857142857142856,0.6428571428571428,0.631578947368421
37,0.16666666666666652,1.0,1.0,0.3333333333333333,0.6666666666666667,0.0,0.25,0.75,0.5,0.0,0.0,1.0,0.125,0.7857142857142857,0.8421052631578947
311,0.6666666666666665,0.5,0.25,0.6666666666666667,0.3333333333333333,0.0,0.5,0.75,0.0,0.0,0.0,0.25,0.3571428571428571,0.7142857142857143,0.631578947368421
380,0.5,1.0,1.0,0.0,0.3333333333333333,0.0,0.5,0.25,0.75,0.0,0.75,0.25,0.07142857142857142,0.7857142857142857,0.7368421052631579
232,0.33333333333333304,1.0,1.0,0.0,0.3333333333333333,0.0,0.75,1.0,1.0,0.0,0.5,0.25,0.25,0.5,0.47368421052631576
257,0.6666666666666665,1.0,0.75,0.0,0.3333333333333333,0.0,0.75,0.5,0.0,0.0,0.0,0.0,0.21428571428571427,0.5,0.5789473684210527
298,0.5,1.0,0.75,0.0,1.0,0.0,0.75,0.5,0.5,0.0,0.0,0.5,0.0,0.7142857142857143,0.6842105263157894
165,0.16666666666666652,0.75,0.5,0.3333333333333333,0.0,0.3333333333333333,0.75,1.0,0.25,0.0,0.0,0.25,0.2857142857142857,0.5714285714285714,0.5789473684210527
296,0.6666666666666665,1.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.25,0.5,0.75,0.25,0.5,0.25,0.0,0.4285714285714285,0.47368421052631576
286,0.5,0.5,0.5,0.0,0.6666666666666667,0.0,0.75,0.5,0.5,0.0,0.25,0.25,0.08928571428571427,0.9999999999999999,0.9473684210526315
317,0.5,1.0,0.75,0.0,0.6666666666666667,0.0,0.75,0.5,0.75,0.0,0.0,1.0,0.1607142857142857,0.3571428571428571,0.5263157894736842
308,0.6666666666666665,0.75,0.75,0.0,0.3333333333333333,0.3333333333333333,0.75,1.0,0.5,0.0,0.25,1.0,0.0,0.7857142857142857,0.631578947368421
220,0.33333333333333304,0.5,0.25,0.3333333333333333,0.3333333333333333,0.0,0.75,0.25,1.0,0.0,0.25,1.0,0.03571428571428571,0.14285714285714285,0.3157894736842105
256,0.33333333333333304,1.0,0.5,0.0,1.0,0.0,0.75,0.25,0.5,0.0,0.0,0.75,0.10714285714285714,0.7142857142857143,0.631578947368421
382,0.33333333333333304,0.5,0.75,0.3333333333333333,0.3333333333333333,0.0,0.75,0.75,0.5,0.0,0.0,0.5,0.03571428571428571,0.5,0.5789473684210527
160,0.33333333333333304,0.5,0.25,0.3333333333333333,0.0,0.6666666666666666,0.5,0.5,0.25,0.25,0.25,1.0,0.0,0.2142857142857143,0.3157894736842105
388,0.5,0.75,0.25,0.0,0.3333333333333333,0.0,0.75,0.5,0.75,0.0,0.0,0.0,0.0,0.2142857142857143,0.47368421052631576
338,0.5,0.75,0.75,0.0,1.0,0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.125,0.8571428571428571,0.7894736842105263
291,0.33333333333333304,1.0,0.75,0.0,0.6666666666666667,0.0,0.75,0.25,0.25,0.0,0.25,0.5,0.0,0.7857142857142857,0.7894736842105263
27,0.0,1.0,0.5,0.0,0.0,0.0,0.25,0.25,0.75,0.25,0.75,0.0,0.07142857142857142,0.7857142857142857,0.8421052631578947
18,0.33333333333333304,0.75,0.5,0.0,0.0,1.0,1.0,1.0,1.0,0.25,0.75,1.0,0.2857142857142857,0.14285714285714285,0.2631578947368421
186,0.16666666666666652,0.25,0.5,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.25,0.5,0.03571428571428571,0.5,0.631578947368421
387,0.6666666666666665,0.5,0.75,0.0,0.6666666666666667,0.3333333333333333,1.0,0.75,0.25,0.0,0.25,1.0,0.0,0.2142857142857143,0.2631578947368421
70,0.16666666666666652,0.75,0.25,0.3333333333333333,1.0,0.0,0.75,0.5,0.25,0.0,0.0,1.0,0.0,0.6428571428571428,0.7894736842105263
365,0.5,0.25,0.75,0.3333333333333333,0.3333333333333333,0.0,0.5,0.5,0.75,0.25,0.75,0.5,0.07142857142857142,0.4285714285714285,0.5263157894736842
158,0.16666666666666652,0.5,0.5,0.6666666666666667,0.0,0.0,0.75,0.25,0.25,0.0,0.25,0.5,0.03571428571428571,0.9285714285714285,0.7894736842105263
115,0.16666666666666652,1.0,1.0,0.0,0.3333333333333333,0.0,1.0,0.75,0.75,0.0,0.25,1.0,0.03571428571428571,0.7857142857142857,0.7894736842105263
16,0.16666666666666652,1.0,1.0,0.0,0.6666666666666667,0.0,0.5,0.25,0.5,0.0,0.25,0.25,0.10714285714285714,0.6428571428571428,0.7368421052631579
301,0.33333333333333304,1.0,1.0,0.3333333333333333,0.0,0.0,0.75,0.0,0.0,0.25,0.25,1.0,0.0,0.5,0.5789473684210527
310,0.6666666666666665,0.25,0.5,0.0,0.3333333333333333,0.3333333333333333,0.75,0.25,0.75,0.25,0.25,0.5,0.0,0.3571428571428571,0.47368421052631576
330,0.5,0.5,0.5,0.0,1.0,0.0,0.75,1.0,1.0,0.25,0.75,1.0,0.03571428571428571,0.3571428571428571,0.42105263157894735
319,0.5,1.0,1.0,0.0,0.3333333333333333,0.0,0.75,0.75,0.75,0.5,0.5,1.0,0.03571428571428571,0.5,0.5789473684210527
128,0.5,0.5,0.5,0.0,0.0,0.6666666666666666,0.5,0.5,0.5,0.0,0.25,0.75,0.0,0.2142857142857143,0.21052631578947367
103,0.0,0.75,0.5,0.3333333333333333,0.3333333333333333,0.0,0.75,0.5,1.0,0.0,0.0,0.25,0.46428571428571425,0.2142857142857143,0.3157894736842105
71,0.0,1.0,0.5,0.0,1.0,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.0,0.4285714285714285,0.5263157894736842
6,0.16666666666666652,0.5,0.5,0.0,0.3333333333333333,0.0,0.75,0.75,0.75,0.0,0.0,0.5,0.0,0.5714285714285714,0.631578947368421
178,0.16666666666666652,1.0,0.5,0.0,0.0,0.0,0.75,0.5,0.5,0.5,0.75,0.5,0.17857142857142855,0.4285714285714285,0.42105263157894735
55,0.16666666666666652,0.5,0.25,0.0,0.3333333333333333,0.0,1.0,0.5,0.75,0.0,0.0,0.25,0.14285714285714285,0.2857142857142857,0.47368421052631576
389,0.5,0.25,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.14285714285714285,0.2631578947368421
279,0.5,1.0,0.75,0.3333333333333333,0.0,0.0,0.75,0.25,0.5,0.0,0.25,0.0,0.14285714285714285,0.4285714285714285,0.5789473684210527
19,0.16666666666666652,1.0,0.75,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,1.0,0.07142857142857142,0.2857142857142857,0.5263157894736842
161,0.0,0.75,0.5,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.75,0.75,0.75,0.0,0.75,0.5,0.10714285714285714,0.0714285714285714,0.47368421052631576
268,0.5,1.0,0.5,0.0,0.3333333333333333,0.0,1.0,0.75,1.0,0.0,0.5,1.0,0.17857142857142855,0.4285714285714285,0.47368421052631576
370,0.6666666666666665,0.75,0.5,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,0.25,0.25,0.0,0.0,0.5,0.07142857142857142,0.2142857142857143,0.3684210526315789
168,0.16666666666666652,0.5,0.5,0.0,0.3333333333333333,0.0,1.0,0.0,1.0,0.0,0.0,0.75,0.0,0.14285714285714285,0.3684210526315789
111,0.16666666666666652,0.75,0.75,0.0,0.6666666666666667,0.3333333333333333,0.75,0.0,0.25,0.0,0.0,0.25,0.0,0.2142857142857143,0.5263157894736842
122,0.16666666666666652,0.5,1.0,0.3333333333333333,0.3333333333333333,0.0,0.75,0.25,0.25,0.0,0.25,1.0,0.03571428571428571,0.6428571428571428,0.6842105263157894
157,0.5,0.25,0.25,0.6666666666666667,0.0,1.0,1.0,0.25,1.0,0.0,1.0,0.75,0.10714285714285714,0.3571428571428571,0.42105263157894735
2,0.0,0.25,0.25,0.0,0.3333333333333333,1.0,0.75,0.5,0.25,0.25,0.5,0.5,0.17857142857142855,0.2142857142857143,0.42105263157894735
203,0.33333333333333304,0.5,0.5,0.0,0.0,0.0,1.0,0.5,0.25,0.0,0.25,0.5,0.3214285714285714,0.2142857142857143,0.3157894736842105
32,0.0,1.0,0.75,0.0,0.3333333333333333,0.0,0.75,1.0,0.25,0.0,0.0,1.0,0.0,0.9285714285714285,0.8421052631578947
76,0.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.5,0.75,0.5,0.0,0.0,0.0,0.14285714285714285,0.5,0.5789473684210527
263,0.33333333333333304,0.75,0.75,0.0,0.6666666666666667,0.0,0.5,0.25,0.5,0.0,0.0,0.75,0.07142857142857142,0.4285714285714285,0.47368421052631576
119,0.0,0.75,1.0,0.0,0.0,0.0,0.5,0.75,0.5,0.0,0.25,0.75,0.10714285714285714,0.7142857142857143,0.6842105263157894
348,0.33333333333333304,1.0,0.75,0.0,0.6666666666666667,0.0,0.75,0.75,0.5,0.0,0.5,0.75,0.0,0.6428571428571428,0.7894736842105263
347,0.5,1.0,0.75,0.0,0.6666666666666667,0.0,1.0,0.75,1.0,0.25,0.5,1.0,0.0,0.4285714285714285,0.5263157894736842
230,0.33333333333333304,1.0,0.75,0.0,0.3333333333333333,0.0,0.5,0.25,0.5,0.0,0.25,0.5,0.25,0.6428571428571428,0.6842105263157894
219,0.33333333333333304,0.5,0.5,0.0,0.6666666666666667,0.0,0.75,0.5,0.5,0.0,0.0,0.75,0.07142857142857142,0.3571428571428571,0.5263157894736842
80,0.0,0.5,0.75,0.0,0.0,0.0,0.5,0.25,0.25,0.0,0.5,0.5,0.03571428571428571,0.4285714285714285,0.631578947368421
327,0.33333333333333304,0.5,0.5,1.0,0.0,0.0,0.75,0.75,1.0,1.0,1.0,0.75,0.14285714285714285,0.5,0.5263157894736842
46,0.16666666666666652,0.75,0.75,0.0,0.3333333333333333,0.0,0.25,0.5,1.0,0.0,0.75,0.5,0.21428571428571427,0.5,0.631578947368421
215,0.33333333333333304,0.75,0.5,0.3333333333333333,0.3333333333333333,0.0,0.75,0.75,0.75,0.0,0.5,0.0,0.03571428571428571,0.7142857142857143,0.7894736842105263
167,0.16666666666666652,1.0,0.5,0.0,0.3333333333333333,0.0,0.75,0.25,0.5,0.0,0.0,0.5,0.0,0.7142857142857143,0.7894736842105263
69,0.0,0.75,0.25,0.3333333333333333,1.0,0.0,0.75,0.75,0.25,0.25,0.5,0.5,0.21428571428571427,0.8571428571428571,0.8421052631578947
101,0.16666666666666652,1.0,1.0,0.0,0.6666666666666667,0.0,0.75,0.75,0.5,0.0,0.0,0.75,0.0,0.8571428571428571,0.894736842105263
96,0.16666666666666652,1.0,0.75,0.3333333333333333,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.75,0.03571428571428571,0.5,0.7894736842105263
108,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5,1.0,0.5,1.0,0.0,0.10714285714285714,0.4285714285714285,0.6842105263157894
105,0.0,0.75,0.75,0.0,1.0,0.0,0.75,0.5,0.5,0.0,0.0,0.75,0.17857142857142855,0.4285714285714285,0.5789473684210527
226,0.33333333333333304,0.75,0.5,0.0,0.3333333333333333,0.0,1.0,0.5,0.75,0.0,0.5,0.5,0.17857142857142855,0.8571428571428571,0.7894736842105263
377,0.5,1.0,1.0,0.0,0.3333333333333333,0.0,1.0,0.75,0.5,0.5,0.75,0.25,0.07142857142857142,0.2857142857142857,0.47368421052631576
359,0.5,0.25,0.25,0.3333333333333333,0.6666666666666667,0.0,1.0,0.5,0.25,0.0,0.0,0.75,0.0,0.9999999999999999,0.8421052631578947
57,0.0,1.0,1.0,0.0,0.3333333333333333,0.0,0.5,0.25,0.25,0.0,0.0,1.0,0.07142857142857142,0.7142857142857143,0.7894736842105263
255,0.33333333333333304,0.25,0.25,0.3333333333333333,0.0,0.3333333333333333,0.75,0.75,0.75,0.0,0.25,1.0,0.03571428571428571,0.2142857142857143,0.47368421052631576
145,0.0,0.25,0.25,0.0,0.3333333333333333,0.0,0.75,0.75,0.25,0.0,0.25,1.0,0.0,0.2857142857142857,0.5789473684210527
198,0.33333333333333304,1.0,1.0,0.3333333333333333,0.0,0.3333333333333333,0.75,0.25,0.75,0.25,0.5,0.25,0.42857142857142855,0.9999999999999999,0.9473684210526315
336,0.6666666666666665,0.75,0.25,0.0,0.6666666666666667,0.3333333333333333,1.0,0.75,0.5,0.0,0.25,1.0,0.21428571428571427,0.7142857142857143,0.6842105263157894
143,0.16666666666666652,0.25,0.25,0.0,0.0,0.0,0.5,0.75,0.75,0.5,0.5,0.0,0.03571428571428571,0.7142857142857143,0.7368421052631579
218,0.33333333333333304,0.5,0.75,0.3333333333333333,0.0,0.0,0.5,0.5,0.5,0.0,0.75,0.5,0.05357142857142857,0.2142857142857143,0.3684210526315789
210,0.6666666666666665,0.75,0.75,0.0,1.0,0.0,0.75,0.5,0.5,0.0,0.25,0.5,0.17857142857142855,0.2857142857142857,0.42105263157894735
277,0.5,1.0,1.0,0.3333333333333333,0.0,0.0,0.5,0.25,0.75,0.0,0.75,0.5,0.39285714285714285,0.3571428571428571,0.47368421052631576
342,0.5,0.75,1.0,0.0,0.3333333333333333,0.0,0.75,0.5,0.5,0.0,0.5,1.0,0.19642857142857142,0.8571428571428571,0.7894736842105263
14,0.0,0.5,0.5,0.0,0.6666666666666667,0.0,0.75,1.0,0.25,0.0,0.0,0.5,0.0,0.7142857142857143,0.8421052631578947
86,0.16666666666666652,0.5,0.5,0.0,0.3333333333333333,0.0,0.75,0.5,0.75,0.0,0.25,0.25,0.07142857142857142,0.2857142857142857,0.3684210526315789
74,0.16666666666666652,0.75,0.75,0.0,0.3333333333333333,0.0,0.75,0.5,0.5,0.25,0.75,1.0,0.9642857142857142,0.5,0.631578947368421
10,0.0,1.0,1.0,0.0,0.3333333333333333,0.0,0.5,0.5,0.5,0.0,0.25,0.25,0.0,0.4285714285714285,0.42105263157894735
229,0.33333333333333304,0.5,0.25,0.3333333333333333,0.6666666666666667,0.0,0.5,0.25,0.5,0.0,0.25,0.5,0.17857142857142855,0.5714285714285714,0.5263157894736842
61,0.16666666666666652,0.25,0.25,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.10714285714285714,0.4285714285714285,0.42105263157894735
38,0.0,0.75,1.0,0.0,0.6666666666666667,0.0,0.75,0.5,0.25,0.0,0.0,1.0,0.03571428571428571,0.5714285714285714,0.631578947368421
243,0.16666666666666652,1.0,1.0,0.0,0.0,0.0,1.0,0.5,0.25,0.0,0.25,1.0,0.0,0.6428571428571428,0.631578947368421
166,0.16666666666666652,0.5,0.5,0.0,0.3333333333333333,0.0,0.75,0.5,1.0,0.25,0.75,0.75,0.07142857142857142,0.4285714285714285,0.5263157894736842
